year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	84	61	.7261
2009	110	92	.8363
2010	152	129	.8486
2011	109	91	.8348
2012	88	76	.8636
2013	142	134	.9436
2014	85	77	.9058
2015	65	55	.8461
2016	52	45	.8653
2017	0	0	0
2018	0	0	0
