year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	710	477	.6718
2009	1124	813	.7233
2010	1275	1005	.7882
2011	2058	1574	.7648
2012	2328	1939	.8329
2013	2245	1600	.7126
2014	2316	1807	.7802
2015	3129	2509	.8018
2016	2973	2694	.9061
2017	3219	2994	.9301
2018	245	228	.9306
