year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	144	100	.6944
2009	212	162	.7641
2010	263	238	.9049
2011	197	169	.8578
2012	80	62	.7750
2013	205	185	.9024
2014	226	209	.9247
2015	172	154	.8953
2016	6	4	.6666
2017	1	1	1.0000
2018	0	0	0
