year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	162	118	.7283
2009	289	221	.7647
2010	243	187	.7695
2011	145	113	.7793
2012	144	120	.8333
2013	136	87	.6397
2014	234	165	.7051
2015	151	135	.8940
2016	26	26	1.0000
2017	0	0	0
2018	0	0	0
