accession	country	year	entry_create_year	taxid	species
KY586762	Thailand	2000	2017	12637	Dengue virus
MW512392	Singapore	2013	2021	11060	Dengue virus
FJ687441	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
KY586357	Thailand	2006	2017	12637	Dengue virus
MN886870	China	2014	2020	11053	Dengue virus
AB519681	Brazil:Brasilia, DF	2001	2009	11053	Dengue virus
KX452057	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
FJ744721	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
GQ868529	Mexico: Yucatan	2008	2009	11053	Dengue virus
GU131728	Viet Nam: South	2008	2009	11053	Dengue virus
MW512444	Singapore	2015	2021	11060	Dengue virus
LT898452	Malaysia	2011	2017	11069	Dengue virus
FJ882538	Viet Nam: South	2006	2009	11053	Dengue virus
GU131837	Venezuela: Aragua	2005	2009	11053	Dengue virus
KX452068	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
KT726356	Cuba	2001	2016	11069	Dengue virus
KX380804	Singapore	2013	2016	11053	Dengue virus
EU482760	Nicaragua: Managua	2005	2008	11060	Dengue virus
EU081199	Singapore	2005	2007	11069	Dengue virus
FJ182002	Nicaragua: Managua	2005	2008	11053	Dengue virus
KX459391	China	2014	2017	11053	Dengue virus
KC762629	Indonesia: Makassar	2008	2015	11053	Dengue virus
EU482718	Viet Nam: south	2007	2008	11053	Dengue virus
FJ639725	Cambodia: KSO	2003	2009	11069	Dengue virus
KY586662	Thailand	1998	2017	12637	Dengue virus
LC436669	Bangladesh	2017	2020	11060	Dengue virus
KJ189347	Mexico	2009	2014	11053	Dengue virus
KY586747	Thailand	2000	2017	12637	Dengue virus
KY586538	Thailand	1995	2017	12637	Dengue virus
FJ810419	Nicaragua: Carazo	2006	2009	11053	Dengue virus
EU482453	Viet Nam: south	2006	2008	11069	Dengue virus
KC762620	Indonesia: Makassar	2007	2015	11053	Dengue virus
MN448621	Thailand	2011	2020	11053	Dengue virus
KY586753	Thailand	2004	2017	12637	Dengue virus
FJ882544	Viet Nam: South	2006	2009	11053	Dengue virus
GQ868559	Colombia: Santander	1998	2009	11053	Dengue virus
EU482655	Viet Nam: south	2006	2008	11060	Dengue virus
MW945970	Thailand	2006	2021	11053	Dengue virus
AF350498	None	None	2001	11053	Dengue virus
FJ882560	Viet Nam: South	2007	2009	11053	Dengue virus
EU482810	Viet Nam: south	2006	2008	11053	Dengue virus
KC131140	China: Guangdong	2012	2013	11053	Dengue virus
MW946157	Thailand	2006	2021	11053	Dengue virus
EU482713	Viet Nam: south	2007	2008	11053	Dengue virus
EU687227	USA: Puerto Rico	2001	2008	11060	Dengue virus
MW945936	Thailand	2011	2021	11053	Dengue virus
KY586847	Thailand	2006	2017	12637	Dengue virus
GQ199861	Nicaragua: Managua	2008	2009	11069	Dengue virus
MW945998	Thailand	2013	2021	11053	Dengue virus
JF937620	Nicaragua: Managua	2010	2011	11069	Dengue virus
GQ199858	Nicaragua: Managua	2008	2009	11053	Dengue virus
EU677175	Viet Nam: South	2007	2008	11053	Dengue virus
KX452052	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
GQ868572	Colombia: Santander	2003	2009	11069	Dengue virus
FJ410234	Viet Nam: South	2007	2008	11053	Dengue virus
KY586543	Thailand	2001	2017	12637	Dengue virus
GU131934	Cambodia: KCH	2007	2009	11069	Dengue virus
EU677144	USA: Puerto Rico	1999	2008	11060	Dengue virus
MW512399	Singapore	2013	2021	11060	Dengue virus
KJ622198	China	2013	2015	11069	Dengue virus
KX452029	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
MH822945	India	2012	2018	11060	Dengue virus
EU482611	Venezuela: Aragua	2007	2008	11053	Dengue virus
GU131982	Mexico	2008	2009	11053	Dengue virus
FJ024484	Nicaragua: Managua	2005	2008	11053	Dengue virus
MH051734	Malaysia	2014	2020	11070	Dengue virus
FJ562097	Viet Nam: South	2007	2009	11069	Dengue virus
JQ513342	Brazil: Manaus-AM	2011	2012	11070	Dengue virus
MN018397	China: Guangdong Province	2016	2020	11070	Dengue virus
GQ868502	Mexico: Yucatan	2007	2009	11053	Dengue virus
JF937599	Viet Nam: South	2006	2011	11053	Dengue virus
MG840548	China	2015	2019	11053	Dengue virus
GU131797	Viet Nam: South	2008	2009	11053	Dengue virus
FM210225	Viet Nam:South	2001	2008	11060	Dengue virus
MW512400	Singapore	2013	2021	11060	Dengue virus
KY586741	Thailand	2002	2017	12637	Dengue virus
MG181997	French Polynesia	2008	2019	11053	Dengue virus
GU131822	Viet Nam: South	2008	2009	11053	Dengue virus
MG779198	Kenya	2017	2018	11060	Dengue virus
MW946083	Thailand	1999	2021	11053	Dengue virus
MK543471	China	2018	2019	11060	Dengue virus
JQ045654	Viet Nam	None	2012	11053	Dengue virus
EU687216	USA: Puerto Rico	2005	2008	11060	Dengue virus
EU482579	USA: Puerto Rico	1988	2008	11060	Dengue virus
KY627763	Burkina Faso	2016	2017	11060	Dengue virus
EU677170	Viet Nam: South	2007	2008	11053	Dengue virus
DQ645545	Taiwan	None	2008	11060	Dengue virus
AF169683	None	None	2000	11060	Dengue virus
MK629884	South Korea	2015	2019	11060	Dengue virus
FJ410221	Viet Nam: South	2007	2008	11060	Dengue virus
KJ189310	Mexico	2007	2014	11060	Dengue virus
JF808121	Brazil: Ribeirao Preto (Sao Paulo)	2007	2013	11069	Dengue virus
KT827373	China: Guangzhou, Guangdong Province	2014	2017	11053	Dengue virus
EU687247	Viet Nam: South	2006	2008	11053	Dengue virus
KY474303	Ecuador: Machala	2014	2018	11053	Dengue virus
MG560144	India	2014	2018	11060	Dengue virus
KJ189322	Mexico	2007	2014	11053	Dengue virus
KC762677	Indonesia: Makassar	2008	2015	11060	Dengue virus
KY586510	Thailand	2000	2017	12637	Dengue virus
EU569716	USA: Puerto Rico	1997	2008	11060	Dengue virus
EU920829	French Guiana	1997	2014	11060	Dengue virus
KF921935	Viet Nam	2007	2014	11053	Dengue virus
KY586786	Thailand	1998	2017	12637	Dengue virus
FJ373306	USA: Puerto Rico	2002	2008	11069	Dengue virus
KU509278	Barbados	2007	2017	11069	Dengue virus
EU529686	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
KC692513	Argentina: Buenos Aires	2010	2014	11053	Dengue virus
KC762673	Indonesia: Makassar	2008	2015	11060	Dengue virus
HQ332173	Venezuela	2007	2012	11070	Dengue virus
GQ199896	Nicaragua: Carazo	2006	2009	11060	Dengue virus
JX669508	Brazil: Pernambuco	2006	2013	11069	Dengue virus
KX459387	China	2014	2017	11053	Dengue virus
JQ915089	New Caledonia: Dumbea	2009	2013	11070	Dengue virus
GU131849	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
KY586449	Thailand	2006	2017	12637	Dengue virus
GQ398291	Puerto Rico	1994	2010	11060	Dengue virus
AY923865	Thailand	1994	2005	11069	Dengue virus
GU131956	Mexico: Yucatan	2006	2009	11053	Dengue virus
EU482563	USA: Puerto Rico	1998	2008	11069	Dengue virus
KY586634	Thailand	2002	2017	12637	Dengue virus
KX452059	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
EU660399	USA: Puerto Rico	1995	2008	11060	Dengue virus
MF156246	China	2015	2018	11060	Dengue virus
GQ199836	Viet Nam: South	2005	2009	11053	Dengue virus
GQ868634	Cambodia: KCH	2006	2009	11069	Dengue virus
KY586805	Thailand	2008	2017	12637	Dengue virus
GU131793	Viet Nam: South	2008	2009	11053	Dengue virus
KX452044	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
KU523871	Philippines	2014	2016	11070	Dengue virus
KY586572	Thailand	2006	2017	12637	Dengue virus
GU131925	Cambodia: KCH	2006	2009	11053	Dengue virus
EU081200	Singapore	2005	2007	11069	Dengue virus
MW945943	Thailand	2014	2021	11053	Dengue virus
GQ868626	Cambodia: PHP	2001	2009	11069	Dengue virus
KC762671	Indonesia: Makassar	2008	2015	11060	Dengue virus
GQ199832	Viet Nam: South	2003	2009	11053	Dengue virus
JQ922545	India: Delhi	1982	2013	11053	Dengue virus
GU131766	Viet Nam: South	2008	2009	11053	Dengue virus
KY849765	Laos: Vientiane	2009	2018	11060	Dengue virus
EU687197	USA: Puerto Rico	2003	2008	11069	Dengue virus
KF973486	Nicaragua	2012	2014	11069	Dengue virus
MF681693	China: Xi Shuang Ban Na,Yunnan	2017	2018	11053	Dengue virus
JN093516	Viet Nam: South	2008	2011	11053	Dengue virus
FJ639719	Cambodia: PHP	2000	2009	11069	Dengue virus
GU131804	Viet Nam: South	2008	2009	11053	Dengue virus
FJ373303	Venezuela: District Federal Caracas	2001	2008	11069	Dengue virus
EU482721	USA: Puerto Rico	2006	2008	11060	Dengue virus
FM210229	Viet Nam:South	2003	2008	11060	Dengue virus
FJ882534	Viet Nam: South	2006	2009	11053	Dengue virus
EU482535	Viet Nam: south	2006	2008	11053	Dengue virus
EU920839	Martinique	2005	2014	11060	Dengue virus
KF955442	Mexico	2007	2014	11053	Dengue virus
KY586375	Thailand	2001	2017	12637	Dengue virus
FJ639758	Venezuela: Aragua	2001	2009	11069	Dengue virus
JX286516	Brazil: Santos, Sao Paulo	2010	2013	11060	Dengue virus
EU687224	USA: Puerto Rico	2000	2008	11060	Dengue virus
LC428072	Viet Nam	2017	2019	11053	Dengue virus
EU482596	USA: Puerto Rico	1998	2008	11069	Dengue virus
EU482727	USA: Puerto Rico	1998	2008	11060	Dengue virus
GU131684	Viet Nam: South	2008	2009	11053	Dengue virus
LC410197	Thailand	2016	2018	11070	Dengue virus
DQ672557	French Polynesia	None	2007	11053	Dengue virus
GU131877	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
GQ199882	USA: Puerto Rico	1996	2009	11070	Dengue virus
FJ882539	Viet Nam: South	2006	2009	11053	Dengue virus
EU482762	Nicaragua: Managua	2005	2008	11060	Dengue virus
KU509254	Venezuela	2011	2017	11053	Dengue virus
GU056032	Venezuela: Aragua	1998	2009	11053	Dengue virus
MW945782	Thailand	2000	2021	11053	Dengue virus
JN638342	Thailand	1990	2011	11053	Dengue virus
MT832040	Philippines	2012	2021	11053	Dengue virus
EU482787	Viet Nam: south	2003	2008	11060	Dengue virus
MW946242	Thailand	2013	2021	11053	Dengue virus
KM279520	Singapore	2011	2015	11060	Dengue virus
KY586489	Thailand	2006	2017	12637	Dengue virus
KY586902	Thailand	2000	2017	12637	Dengue virus
JF920394	Nicaragua: Managua	2009	2011	11069	Dengue virus
FJ205875	USA: Puerto Rico	1995	2008	11053	Dengue virus
EU081228	Singapore	2005	2007	11053	Dengue virus
KX452054	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
KX225483	China	2015	2017	11053	Dengue virus
EU569711	USA: Puerto Rico	1998	2008	11060	Dengue virus
MW946100	Thailand	1994	2021	11053	Dengue virus
FJ687433	Thailand: Kampheange Phet	2001	2009	11053	Dengue virus
EU081186	Singapore	2005	2007	11069	Dengue virus
MF033227	Singapore	2015	2018	11053	Dengue virus
KY586321	Thailand	2006	2017	12637	Dengue virus
JN819410	Venezuela: Aragua	2005	2011	11053	Dengue virus
DQ675525	Taiwan	1998	2006	11069	Dengue virus
DQ645554	Taiwan	None	2008	11060	Dengue virus
MW946202	Thailand	1994	2021	11053	Dengue virus
KJ806961	Singapore	2014	2015	11053	Dengue virus
KY586529	Thailand	1998	2017	12637	Dengue virus
MW946243	Thailand	2002	2021	11053	Dengue virus
MW946076	Thailand	2001	2021	11053	Dengue virus
GU131935	Cambodia: KCH	2007	2009	11069	Dengue virus
KR296743	China	2013	2015	11069	Dengue virus
KF955395	Mexico	2007	2014	11060	Dengue virus
MF033260	Singapore	2016	2018	11053	Dengue virus
KY586396	Thailand	2004	2017	12637	Dengue virus
MH823209	Indonesia	2016	2019	11069	Dengue virus
AB122021	Dominican Republic	None	2004	11060	Dengue virus
KY586785	Thailand	1995	2017	12637	Dengue virus
KY586329	Thailand	2009	2017	12637	Dengue virus
MW946231	Thailand	2005	2021	11053	Dengue virus
MW946017	Thailand	2006	2021	11053	Dengue virus
KX059021	Sri Lanka	2012	2017	12637	Dengue virus
KY586571	Thailand	2006	2017	12637	Dengue virus
FJ639821	Venezuela: Aragua	2006	2009	11053	Dengue virus
EU569705	USA: Puerto Rico	1993	2008	11060	Dengue virus
EU482622	Nicaragua: Managua	2007	2008	11060	Dengue virus
KY586560	Thailand	2002	2017	12637	Dengue virus
KX059017	Sri Lanka	2012	2017	12637	Dengue virus
GU131889	Cambodia: KCH	2006	2009	11053	Dengue virus
KU509253	Indonesia: Bali	2010	2017	11053	Dengue virus
MK654681	India	2017	2020	11070	Dengue virus
FJ410178	USA: Puerto Rico	2002	2008	11069	Dengue virus
KY586868	Thailand	2005	2017	12637	Dengue virus
JN000936	Nicaragua: Managua	2009	2011	11069	Dengue virus
KM403585	Singapore	2013	2016	11053	Dengue virus
KM403592	Singapore	2013	2016	11053	Dengue virus
MW946060	Thailand	2006	2021	11053	Dengue virus
KY586881	Thailand	2004	2017	12637	Dengue virus
MW945891	Thailand	1995	2021	11053	Dengue virus
JQ920477	French Polynesia	1993	2013	11069	Dengue virus
GU131960	Mexico: Yucatan	2007	2009	11053	Dengue virus
KJ189266	Peru	2004	2014	11069	Dengue virus
JQ955623	India: Delhi	2009	2014	11060	Dengue virus
KF973476	Nicaragua	2011	2014	11069	Dengue virus
FJ882529	Viet Nam: South	2006	2009	11053	Dengue virus
KM403634	Singapore	2013	2016	11053	Dengue virus
MH110592	China: Hangzhou	2017	2018	11060	Dengue virus
KY849722	Laos: Salavan	2010	2018	11053	Dengue virus
KX620452	China	2014	2017	11053	Dengue virus
KY586364	Thailand	2002	2017	12637	Dengue virus
EU056810	Burkina Faso	1983	2008	11060	Dengue virus
MW945854	Thailand	1994	2021	11053	Dengue virus
FJ639773	Venezuela: Aragua	2001	2009	11070	Dengue virus
KY586757	Thailand	2001	2017	12637	Dengue virus
FM210223	Viet Nam:South	2003	2008	11060	Dengue virus
KC294206	Peru: Iquitos	2011	2014	11060	Dengue virus
JQ915071	French Polynesia: Raiatea	2007	2013	11053	Dengue virus
KY586791	Thailand	2002	2017	12637	Dengue virus
EU482722	USA: Puerto Rico	2002	2008	11060	Dengue virus
KY586322	Thailand	2006	2017	12637	Dengue virus
KF973487	Nicaragua	2011	2014	11069	Dengue virus
KY586760	Thailand	1998	2017	12637	Dengue virus
MW946101	Thailand	1995	2021	11053	Dengue virus
JX669498	Brazil: Pernambuco	2004	2013	11069	Dengue virus
MN448647	Thailand	2011	2020	11053	Dengue virus
KR052012	China	2014	2015	12637	Dengue virus
GQ199837	Viet Nam: South	2005	2009	11053	Dengue virus
MW945865	Thailand	2006	2021	11053	Dengue virus
FJ410273	Viet Nam: South	2008	2008	11053	Dengue virus
EU482523	Viet Nam: south	2006	2008	11053	Dengue virus
MW512488	Singapore	2018	2021	11060	Dengue virus
MW512390	Singapore	2013	2021	11060	Dengue virus
FJ639737	Venezuela: Aragua	1998	2009	11070	Dengue virus
KY849741	Laos: Salavan	2008	2018	11053	Dengue virus
MW577815	Brazil	2019	2021	11060	Dengue virus
FJ639741	Venezuela: Aragua	1998	2009	11053	Dengue virus
JX669462	Brazil	2010	2013	11053	Dengue virus
KY057365	Indonesia: Surabaya	2012	2018	11053	Dengue virus
MN448603	Thailand	2011	2020	11053	Dengue virus
KY586477	Thailand	2001	2017	12637	Dengue virus
DQ675530	Taiwan	1998	2006	11069	Dengue virus
KJ596664	Brazil: Cuiaba, MT	2012	2015	11070	Dengue virus
MK783201	China	2018	2021	11060	Dengue virus
EU081249	Singapore	2005	2007	11053	Dengue virus
JX470186	China: Guangdong	2010	2012	11060	Dengue virus
EU660403	Viet Nam: South	2006	2008	11053	Dengue virus
MH544651	Colombia	2016	2018	11069	Dengue virus
EU687237	USA: Puerto Rico	2003	2008	11060	Dengue virus
KX380833	Singapore	2013	2016	11060	Dengue virus
FJ850067	Nicaragua: Carazo	2006	2009	11060	Dengue virus
FJ639825	Venezuela: Aragua	2006	2009	11069	Dengue virus
MN448643	Thailand	2011	2020	11053	Dengue virus
FJ024454	Viet Nam: South	2007	2008	11060	Dengue virus
MW946150	Thailand	2006	2021	11053	Dengue virus
GQ868588	Mexico	1983	2009	11060	Dengue virus
MT832047	Philippines	2013	2021	11053	Dengue virus
AY858041	Indonesia: Jakarta	None	2005	11069	Dengue virus
MN448614	Thailand	2011	2020	11053	Dengue virus
MZ008463	Nicaragua	2013	2021	11060	Dengue virus
KY937189	China: XiShuangbanna	2015	2017	11060	Dengue virus
KY586306	Thailand	2000	2017	12637	Dengue virus
MW945772	Thailand	1998	2021	11053	Dengue virus
MW945986	Thailand	2002	2021	11053	Dengue virus
HM631857	Nicaragua: Managua	2009	2010	11069	Dengue virus
MW512380	Singapore	2012	2021	11060	Dengue virus
KY586663	Thailand	1998	2017	12637	Dengue virus
FJ898412	Viet Nam: South	2006	2009	11053	Dengue virus
KY586333	Thailand	2006	2017	12637	Dengue virus
KY849738	Laos: Vientiane	2010	2018	11053	Dengue virus
MF033215	Singapore	2014	2018	11053	Dengue virus
KX702404	USA	2016	2016	11060	Dengue virus
GQ199898	Nicaragua: Managua	2001	2009	11060	Dengue virus
MW946188	Thailand	2001	2021	11053	Dengue virus
JN638336	Thailand: Kampheang-Phet	1986	2011	11053	Dengue virus
FJ882590	Venezuela: Aragua	2007	2009	11070	Dengue virus
MW512487	Singapore	2018	2021	11060	Dengue virus
FJ182021	Viet Nam: South	2007	2008	11053	Dengue virus
EU081236	Singapore	2005	2007	11053	Dengue virus
EU482461	Viet Nam: south	2007	2008	11069	Dengue virus
AY496874	Bangladesh	2002	2005	11069	Dengue virus
MK517773	Brazil	2017	2020	11060	Dengue virus
FJ744704	Nicaragua: Leon	2001	2009	11060	Dengue virus
EU482513	Viet Nam: south	2007	2008	11053	Dengue virus
GQ868629	Cambodia: PHP	2005	2009	11069	Dengue virus
GQ398264	Indonesia	1976	2010	11060	Dengue virus
JF937635	Nicaragua: Managua	2009	2011	11053	Dengue virus
KX059019	Sri Lanka	2012	2017	12637	Dengue virus
GU131710	Viet Nam: South	2008	2009	11053	Dengue virus
FJ898394	Viet Nam: South	2005	2009	11053	Dengue virus
JN819414	Venezuela: Aragua	2007	2011	11053	Dengue virus
KY586702	Thailand	2008	2017	12637	Dengue virus
AY206457	None	None	2003	11053	Dengue virus
KX620453	China	2014	2017	11053	Dengue virus
MN018295	China: Guangdong Province	2015	2020	11053	Dengue virus
EU081201	Singapore	2005	2007	11069	Dengue virus
MW946028	Thailand	2005	2021	11053	Dengue virus
FJ639786	Venezuela: Aragua	2003	2009	11069	Dengue virus
KX059028	Sri Lanka	2012	2017	12637	Dengue virus
AY858040	Indonesia: Jakarta	None	2005	11069	Dengue virus
MW946141	Thailand	2006	2021	11053	Dengue virus
GU131747	Viet Nam: South	2008	2009	11053	Dengue virus
MN018314	China: Guangdong Province	2016	2020	11053	Dengue virus
GQ868585	Colombia: Norte de Santander	2005	2009	11070	Dengue virus
KR919821	Australia	2008	2016	12637	Dengue virus
KU509257	Thailand	2008	2017	11053	Dengue virus
AB543624	None	None	2010	11060	Dengue virus
FJ882552	Viet Nam: South	2007	2009	11053	Dengue virus
JQ922557	India: Kolkata, West Bengol	2005	2013	11069	Dengue virus
JQ045663	Viet Nam	None	2012	11053	Dengue virus
MF033230	Singapore	2015	2018	11053	Dengue virus
KJ189336	Mexico	2008	2014	11053	Dengue virus
LC410194	Thailand	2016	2018	11069	Dengue virus
AF298807	Cote d'Ivoire: Abidjan	None	2001	11053	Dengue virus
KJ189301	Peru	2008	2014	11069	Dengue virus
FJ639720	Cambodia: PHP	2001	2009	11069	Dengue virus
KF955466	Puerto Rico	2000	2014	11069	Dengue virus
MH450300	Venezuela: Carabobo	2015	2018	12637	Dengue virus
EU482748	Nicaragua: Managua	2005	2008	11060	Dengue virus
MN448663	Thailand	2011	2020	11053	Dengue virus
GQ199817	Viet Nam: South	2007	2009	11053	Dengue virus
KM279590	Singapore	2012	2015	11060	Dengue virus
KT827366	China: Guangzhou, Guangdong Province	2007	2017	11053	Dengue virus
MW945846	Thailand	1999	2021	11053	Dengue virus
MW945889	Thailand	1998	2021	11053	Dengue virus
AY496873	Bangladesh	2002	2005	11069	Dengue virus
FJ196844	China: Guangzhou, Guangdong Province	2006	2011	11053	Dengue virus
FJ373301	Nicaragua: Managua	2007	2008	11060	Dengue virus
MW945823	Thailand	2006	2021	11053	Dengue virus
FJ432720	Nicaragua: Managua	2005	2008	11053	Dengue virus
GQ398300	Puerto Rico	1994	2010	11060	Dengue virus
MW946219	Thailand	2000	2021	11053	Dengue virus
FJ196842	China: Guangzhou, Guangdong Province	2003	2011	11053	Dengue virus
LC410198	Thailand	2016	2018	11070	Dengue virus
HG316483	Thailand	2010	2013	11069	Dengue virus
AB074761	None	None	2001	11053	Dengue virus
FJ850072	Brazil: Northern	2000	2009	11060	Dengue virus
FJ898400	Viet Nam: South	2006	2009	11053	Dengue virus
KY586759	Thailand	2000	2017	12637	Dengue virus
AF514876	None	None	2002	11053	Dengue virus
KC294213	Peru: Iquitos	2011	2014	11060	Dengue virus
JX079688	Nicaragua: Ciudad Sandino	2008	2012	11060	Dengue virus
FJ810409	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
FJ373300	Nicaragua: Managua	2007	2008	11060	Dengue virus
EU677145	USA: Puerto Rico	1999	2008	11060	Dengue virus
FJ882581	Venezuela: Aragua	2007	2009	11070	Dengue virus
KM279551	Singapore	2012	2015	11060	Dengue virus
FJ882547	Viet Nam: South	2007	2009	11053	Dengue virus
FJ024485	Nicaragua: Managua	2005	2008	11053	Dengue virus
MT832042	Philippines	2012	2021	11053	Dengue virus
EU081214	Singapore	2005	2007	11069	Dengue virus
KJ579246	Brazil: Pocone, MT	2012	2015	11070	Dengue virus
EU920832	French Guiana	1999	2014	11060	Dengue virus
KP188565	Brazil	2013	2016	11070	Dengue virus
KY586410	Thailand	2000	2017	12637	Dengue virus
JQ045686	Viet Nam	None	2012	11060	Dengue virus
GU131911	Cambodia: KCH	2006	2009	11069	Dengue virus
MG840563	China	2016	2019	11053	Dengue virus
EU687251	Viet Nam: South	2007	2008	11053	Dengue virus
GU131981	Mexico: Yucatan	2007	2009	11053	Dengue virus
MW945886	Thailand	2004	2021	11053	Dengue virus
MN448681	Thailand	2012	2020	11053	Dengue virus
MH827531	China	2017	2019	11060	Dengue virus
EF025110	China	None	2006	11053	Dengue virus
DQ645542	Taiwan	None	2008	11060	Dengue virus
MW945992	Thailand	2000	2021	11053	Dengue virus
MG840553	China	2015	2019	11053	Dengue virus
