"min.pool.thres" "precision" "recall" "F1.score" "F0.5.score" "min.pool.thres.plus.one"
0 0.445544211315099 1 0.616438027737333 0.501113238488406 1
0.1 0.711537560884226 0.936911216554577 0.808818000190565 0.747499718491544 1.1
0.2 0.752463753306766 0.928875415297525 0.831414737015094 0.782173782144041 1.2
0.3 0.76921775477707 0.920782851164235 0.838203862081196 0.795403159149158 1.3
0.4 0.799879162024619 0.903627147791609 0.848593893187543 0.818678111404871 1.4
0.5 0.819428547965735 0.895059457360919 0.855575856126819 0.833514644717352 1.5
0.6 0.831265993319675 0.876893935412256 0.853470563259961 0.84000771724591 1.6
0.7 0.831374615556712 0.86456868272986 0.847646801580101 0.837807939729819 1.7
0.8 0.84462831133869 0.853075251456038 0.848830767482182 0.846304290486037 1.8
0.9 0.84717150478406 0.849305776008084 0.848237297874805 0.847597500463331 1.9
1 0.865690837824596 0.841965144790885 0.853663172247092 0.860839328286314 2
1.1 0.878436867740727 0.821501777518958 0.849015875131134 0.866427129445443 2.1
1.2 0.881097487279276 0.817398031799825 0.848053284610768 0.867575534211953 2.2
1.4 0.88550080155274 0.808233280004261 0.845104582919485 0.868887580710024 2.4
1.5 0.900863683931732 0.781816818489841 0.837129066689678 0.874239674215162 2.5
1.9 0.903051949109746 0.776959738302117 0.835273958283501 0.874662292170543 2.9
2 0.905689429643799 0.772453046239319 0.833782076229183 0.875487768943067 3
2.3 0.907268639940052 0.760224500679403 0.82726319164861 0.873478643642337 3.3
2.4 0.910726762731259 0.75630856299523 0.826365750710656 0.874996534045885 3.4
2.5 0.911778455319485 0.743539018170427 0.819109165842235 0.87230349941834 3.5
2.6 0.917925588694798 0.727949549716221 0.811973525049391 0.872391268965584 3.6
2.7 0.918680975574943 0.721675499951296 0.808348139243453 0.871120668580755 3.7
3 0.920122987046528 0.709040504166465 0.800907300156692 0.86841715416408 4
3.1 0.921620971355946 0.703299745127678 0.7977937479456 0.867747043515448 4.1
3.4 0.923041401273885 0.690572246877867 0.790061208479633 0.864816322002939 4.4
3.5 0.923711204226914 0.67725189192068 0.781511031898682 0.861042651427366 4.5
3.6 0.933234000146779 0.67725189192068 0.784899135493496 0.867644938472265 4.6
3.7 0.935021001360652 0.664558030930862 0.776924056891483 0.86464228084223 4.7
3.9 0.935630126830513 0.657991056693499 0.772625592822644 0.862817062154888 4.9
4 0.936036945933178 0.644271259273898 0.763220364098837 0.858298836186929 5
4.1 0.937873385512951 0.638518587038863 0.759772441583403 0.857472153957433 5.1
4.5 0.938516298239041 0.631934794171504 0.755300316731223 0.855506912350586 5.5
4.7 0.942339870227188 0.620409127190189 0.748215173863934 0.853738740710839 5.7
4.9 0.942845269010306 0.613687982177858 0.743463475904798 0.851502954842416 5.9
5.1 0.945349158771789 0.594099884441996 0.729653025489151 0.845385785156932 6.1
5.7 0.94603253779449 0.587451620159651 0.724817852429016 0.843106025420096 6.7
5.8 0.945757066225589 0.580204892959932 0.719196011502675 0.839920409307331 6.8
6.1 0.945980137749839 0.573264404981398 0.71390316112831 0.837126303184212 7.1
6.2 0.947148979018359 0.566886640331495 0.709264822765116 0.835111903865725 7.2
6.3 0.948924155649521 0.54665102534077 0.693686775830232 0.827181769923929 7.3
6.4 0.949563457632466 0.539915164027193 0.688406939886926 0.824456023797146 7.4
6.9 0.94898588734857 0.532486935778762 0.682189479770291 0.82061299121839 7.9
7.2 0.948962310005772 0.525374056842765 0.676318091053142 0.817188911912467 8.2
7.3 0.951711523250489 0.512655668684201 0.666363341153302 0.812534973077811 8.3
7.6 0.953739861424071 0.506612875081728 0.661726281873789 0.810647429352006 8.6
7.9 0.955369854948349 0.500331116778055 0.656730023193576 0.808337309163006 8.9
8 0.955126221078296 0.493057760080842 0.650376473274349 0.80436440295274 9
8.1 0.955043472990545 0.48586989808611 0.644073244379707 0.800453997484565 9.1
8.2 0.955215492414287 0.478810978921351 0.637878971059352 0.796680252145619 9.2
8.3 0.955486392588303 0.471798310989083 0.631684575707038 0.792908318617589 9.3
8.6 0.955774274432948 0.464789847714313 0.625433477499718 0.789066870279429 9.6
8.7 0.95683074185088 0.458145087313217 0.619611013466158 0.785770346234235 9.7
9.3 0.957896959208312 0.451489114492123 0.613714095744047 0.782386010777344 10.3
9.4 0.957929452857782 0.444337692862384 0.60707999086601 0.778063174707342 10.4
10 0.958847483861457 0.437589918352559 0.60093204537526 0.774363066052933 11
10.3 0.95898588734857 0.430478440969061 0.594218565073911 0.769933237725887 11.3
10.5 0.959581446742575 0.423566684816772 0.587712513120645 0.765768619228308 11.5
10.6 0.960915777641932 0.409777510548434 0.574543814581132 0.75722647099272 11.6
10.9 0.960649204673184 0.395289662358995 0.560105929542159 0.746977587520648 11.9
11.4 0.960812067218961 0.388168374107999 0.552946279323162 0.741911677053741 12.4
11.9 0.961801112705628 0.381372246036935 0.546175589630157 0.737357196608082 12.9
12.7 0.962659511163026 0.367308367478656 0.531731478874847 0.726991064644637 13.7
12.8 0.962808167853129 0.360161851282666 0.524224687102998 0.721392099071666 13.8
12.9 0.962205901468868 0.352737827691734 0.516229572337603 0.715094680045518 13.9
13.3 0.962046880854253 0.345481990400767 0.508393930816005 0.708987710183644 14.3
13.5 0.962084806229332 0.331099959425055 0.492653870918129 0.69658512938565 14.5
13.7 0.96954263856335 0.31190569794161 0.471975131186385 0.681965065007059 14.7
14.2 0.969656015272351 0.304687702568135 0.463677514062476 0.67501677504854 15.2
14.7 0.97153862321688 0.298010706459545 0.456112897214305 0.669096399361456 15.7
14.8 0.971567066316973 0.290750664511079 0.447563657310646 0.661687849604596 15.8
15.2 0.971685832588793 0.283516551283857 0.43895553374747 0.654134511688971 16.2
15.3 0.971142848691605 0.276092527692925 0.42995137713847 0.645925342512692 16.3
16.4 0.971590736483955 0.268950916930684 0.4212840717431 0.638153105532123 17.4
16.6 0.971631593189293 0.261692977310967 0.412331304431839 0.629876940276278 17.6
16.7 0.972226087887384 0.25457939759872 0.403501182073797 0.621711380876901 17.7
17.5 0.971629603508695 0.247153972455289 0.394068513882612 0.612530718931546 18.5
18.1 0.971666836972195 0.239893930506822 0.384787924669125 0.603489643437518 19.1
18.3 0.97172981453728 0.232639494768355 0.375404340443769 0.594186468168978 19.3
18.5 0.971533980347841 0.22532409149615 0.365807803998419 0.584436310283542 19.5
18.8 0.97204633445735 0.218170567537661 0.356358408464867 0.574805150014272 19.8
19.4 0.972726450562654 0.211045775405417 0.346840048301473 0.564942288320161 20.4
