coverage.against.year	num.seqs.against.year	design.up.to.year	num.seqs.up.to.year	coverage
upto2012	7	2005	4	0.892857
upto2012	7	2005	4	0.957143
upto2012	7	2005	4	0.964286
upto2012	7	2005	4	0.921429
upto2012	7	2005	4	0.942857
upto2012	7	2005	4	0.864286
upto2012	7	2005	4	0.428571
upto2012	7	2005	4	0.928571
upto2012	7	2005	4	0.9
upto2012	7	2005	4	0.428571
upto2012	7	2006	4	0.457143
upto2012	7	2006	4	0.857143
upto2012	7	2006	4	0.428571
upto2012	7	2006	4	0.914286
upto2012	7	2006	4	0.428571
upto2012	7	2006	4	0.864286
upto2012	7	2006	4	0.457143
upto2012	7	2006	4	0.864286
upto2012	7	2006	4	0.971429
upto2012	7	2006	4	0.457143
upto2012	7	2007	5	1
upto2012	7	2007	5	0.978571
upto2012	7	2007	5	0.457143
upto2012	7	2007	5	0.971429
upto2012	7	2007	5	0.864286
upto2012	7	2007	5	0.985714
upto2012	7	2007	5	1
upto2012	7	2007	5	1
upto2012	7	2007	5	0.864286
upto2012	7	2007	5	0.957143
upto2012	7	2008	7	0.942857
upto2012	7	2008	7	0.942857
upto2012	7	2008	7	1
upto2012	7	2008	7	1
upto2012	7	2008	7	1
upto2012	7	2008	7	1
upto2012	7	2008	7	0.985714
upto2012	7	2008	7	1
upto2012	7	2008	7	0.992857
upto2012	7	2008	7	0.978571
upto2012	7	2009	7	0.95
upto2012	7	2009	7	1
upto2012	7	2009	7	1
upto2012	7	2009	7	1
upto2012	7	2009	7	0.978571
upto2012	7	2009	7	0.928571
upto2012	7	2009	7	1
upto2012	7	2009	7	1
upto2012	7	2009	7	1
upto2012	7	2009	7	1
upto2012	7	2010	7	0.992857
upto2012	7	2010	7	1
upto2012	7	2010	7	0.9
upto2012	7	2010	7	1
upto2012	7	2010	7	1
upto2012	7	2010	7	0.992857
upto2012	7	2010	7	0.992857
upto2012	7	2010	7	0.871429
upto2012	7	2010	7	1
upto2012	7	2010	7	1
upto2012	7	2011	7	1
upto2012	7	2011	7	0.971429
upto2012	7	2011	7	1
upto2012	7	2011	7	1
upto2012	7	2011	7	0.942857
upto2012	7	2011	7	0.985714
upto2012	7	2011	7	0.95
upto2012	7	2011	7	0.928571
upto2012	7	2011	7	1
upto2012	7	2011	7	0.864286
upto2012	7	2012	7	1
upto2012	7	2012	7	0.985714
upto2012	7	2012	7	1
upto2012	7	2012	7	0.942857
upto2012	7	2012	7	1
upto2012	7	2012	7	0.985714
upto2012	7	2012	7	1
upto2012	7	2012	7	1
upto2012	7	2012	7	0.871429
upto2012	7	2012	7	0.571429
upto2012	7	2013	18	0.964286
