sarscov2	2697049	None	NC_004718
sars-minus-sarscov2	999999	None	NC_004718
avian_coronavirus	694014	None	NC_001451,NC_010800
murine_coronavirus	694005	None	NC_001846,NC_012936
alphacoronavirus_1	693997	None	NC_002306,NC_028806,NC_038861
porcine_epidemic_diarrhea_virus	28295	None	NC_003436
human_coronavirus_nl63	277944	None	NC_005831
betacoronavirus_1	694003	None	NC_006213,NC_003045
human_coronavirus_hku1	290028	None	NC_006577
tylonycteris_bat_coronavirus_hku4	694007	None	NC_009019
pipistrellus_bat_coronavirus_hku5	694008	None	NC_009020
rousettus_bat_coronavirus_hku9	694006	None	NC_009021
scotophilus_bat_coronavirus_512	693999	None	NC_009657
rhinolophus_bat_coronavirus_hku2	693998	None	NC_009988
bat_coronavirus_1a	393767	None	NC_010437
miniopterus_bat_coronavirus_hku8	694001	None	NC_010438
beluga_whale_coronavirus_sw1	694015	None	NC_010646
bulbul_coronavirus_hku11	574549	None	NC_011547
thrush_coronavirus_hku12	1297662	None	NC_011549
munia_coronavirus_hku13	1297661	None	NC_011550
bat_coronavirus_bm48_31_bgr_2008	864596	None	NC_014470
white_eye_coronavirus_hku16	1159907	None	NC_016991
sparrow_coronavirus_hku17	1159906	None	NC_016992
magpie_robin_coronavirus_hku18	1159903	None	NC_016993
night_heron_coronavirus_hku19	1159904	None	NC_016994
wigeon_coronavirus_hku20	1159908	None	NC_016995
common_moorhen_coronavirus_hku21	1159902	None	NC_016996
rabbit_coronavirus_hku14	1160968	None	NC_017083
bat_coronavirus_hku10	1244203	None	NC_018871
middle_east_respiratory_syndrome_related_coronavirus	1335626	None	NC_019843,NC_038294
bat_coronavirus_cdphe15	1913643	None	NC_022103
mink_coronavirus_1	1913642	None	NC_023760
bat_hp_betacoronavirus_zhejiang2013	2501961	None	NC_025217
china_rattus_coronavirus_hku24	2501960	None	NC_026011
human_coronavirus_229e	11137	None	NC_028752,NC_002645
myotis_ricketti_alphacoronavirus_sax_2011	2501927	None	NC_028811
rhinolophus_ferrumequinum_alphacoronavirus_hub_2013	2501926	None	NC_028814
btrf_alphacov_yn2012	1503293	None	NC_028824
nyctalus_velutinus_alphacoronavirus_sc_2013	2501928	None	NC_028833
ferret_coronavirus	1264898	None	NC_030292
rousettus_bat_coronavirus_gccdc1	2501962	None	NC_030886
nl63_related_bat_coronavirus_strain_btkynl63_9b	2501929	None	NC_032107
lucheng_rn_rat_coronavirus	1508224	None	NC_032730
bat_coronavirus	1508220	None	NC_034440
coronavirus_accov_jc34	1964806	None	NC_034972
wencheng_sm_shrew_coronavirus	1508228	None	NC_035191
hedgehog_coronavirus_1	1965093	None	NC_039207
coronavirus_hku15	1965089	None	NC_039208
