family	genus	species	taxid	segment	num_seqs	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_cost	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides
Betaflexiviridae	Capillovirus	Apple stem grooving virus	28347	None	55	taxon	NA	1573970487	1573970487	55	55	1	504844.0	1484.43	2.6564224201679636	91	1	1	2
Geminiviridae	Begomovirus	Tomato leaf curl virus	28350	DNA A	25	taxon	NA	1573978729	1573978729	25	25	2	518852.0	913.56	3.056365984526075	100	1	1.5	2
Alphaflexiviridae	Potexvirus	Plantago asiatica mosaic virus	28354	None	23	taxon	NA	1573969404	1573969404	23	23	1	502600.0	772.16	2.757011090344213	90	1	1	3
Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	283824	DNA R	10	taxon	NA	1573985464	1573985464	10	10	1	502124.0	89.77	2.5126942636811997	88	1	1	1
Reoviridae	Rotavirus	Rotavirus A	28875	2	3396	taxon	NA	1574017105	1574017105	3862	3396	1	1232260.0	14934.38	7.4633786676602405	156	4	4	6
Reoviridae	Rotavirus	Rotavirus B	28876	10	16	taxon	NA	1574017643	1574017643	17	17	1	502972.0	92.78	2.5126942636811997	88	1	1	1
Coronaviridae	Betacoronavirus	Human coronavirus HKU1	290028	None	47	taxon	NA	1573972999	1573972999	47	47	1	506700.0	523.16	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Malvastrum yellow vein Yunnan virus	290030	DNA A	11	taxon	NA	1573977084	1573977084	11	11	1	499088.0	132.80	2.5126942636811997	88	1	1	1
Herelleviridae	Kayvirus	Staphylococcus virus G1	292029	None	8	taxon	NA	1573980592	1573980592	14	8	1	521628.0	2205.61	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Pepper yellow leaf curl Indonesia virus	292477	DNA A	10	taxon	NA	1573977710	1573977710	10	10	1	503596.0	283.30	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Dasheen mosaic virus	29271	None	15	taxon	NA	1574001748	1574001748	15	15	1	500892.0	1371.74	2.7043573353204815	96	1	1	2
Dicistroviridae	Aparavirus	Israeli acute paralysis virus	294365	None	21	taxon	NA	1573973250	1573973250	21	21	1	504052.0	631.05	2.5126942636811997	88	1	1	1
Arenaviridae	Arenavirus	Mopeia Lassa virus reassortant 29	300180	L	23	taxon	NA	1573969775	1573969775	23	23	1	500772.0	313.84	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Cotton leaf curl Multan betasatellite	306025	None	345	taxon	NA	1574026387	1574026387	348	345	1	505600.0	297.29	3.1364885273623995	158	1	1	3
Geminiviridae	Begomovirus	Tomato leaf curl Joydebpur virus	309390	DNA A	20	taxon	NA	1573978465	1573978465	20	20	1	503144.0	489.29	2.5126942636811997	88	1	1	1
Caulimoviridae	Badnavirus	Cacao swollen shoot virus	31559	None	20	taxon	NA	1573971910	1573971910	20	20	1	502272.0	850.54	3.6237942636811993	116	2	1	3
Geminiviridae	Begomovirus	Indian cassava mosaic virus	31600	DNA B	10	taxon	NA	1573976935	1573976935	10	10	1	500756.0	147.46	2.5126942636811997	88	1	1	1
Paramyxoviridae	Morbillivirus	Small ruminant morbillivirus	31604	None	79	taxon	NA	1573991564	1573991564	79	79	1	505944.0	767.69	2.5126942636811997	88	1	1	1
Benyviridae	Benyvirus	Beet necrotic yellow vein virus	31721	RNA 3	144	taxon	NA	1573970380	1573970380	144	144	1	502064.0	456.85	2.5126942636811997	88	1	1	1
Potyviridae	Tritimovirus	Wheat streak mosaic virus	31741	None	21	taxon	NA	1574004534	1574004534	21	21	1	501284.0	587.49	2.6020405378427527	97	1	1	1
Solemoviridae	Sobemovirus	Rice yellow mottle virus	31744	None	50	taxon	NA	1574024228	1574024228	50	50	1	501312.0	1651.44	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Duck circovirus	324685	None	135	taxon	NA	1573972128	1573972128	135	135	1	500988.0	1119.83	2.6860342433258255	94	1	1	2
Potyviridae	Potyvirus	Sorghum mosaic virus	32619	None	21	taxon	NA	1574002643	1574002643	21	21	1	501536.0	1587.15	2.6237942636811997	88	1	1	2
Tolecusatellitidae	Betasatellite	Ageratum yellow vein China betasatellite	329288	None	18	taxon	NA	1574026204	1574026204	18	18	1	500784.0	134.51	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	333754	None	303	taxon	NA	1573988287	1573988287	303	303	1	509656.0	2548.93	2.5239433771173467	89	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 8	333757	None	10	taxon	NA	1573989154	1573989154	10	10	1	502412.0	341.56	2.7675224201679636	91	1	1	3
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 13	333766	None	11	taxon	NA	1573988293	1573988293	11	11	1	503076.0	266.75	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	333767	None	35	taxon	NA	1573988489	1573988489	35	35	1	500612.0	1168.33	3.038212910986066	162	1	1	2
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	333924	None	34	taxon	NA	1573989497	1573989497	34	34	1	504296.0	1050.65	7.453201087828204	153	2	6	6
Reoviridae	Rotavirus	Rotavirus D	335100	6	10	taxon	NA	1574019771	1574019771	10	10	1	501916.0	149.06	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	337039	None	12	taxon	NA	1573988464	1573988464	12	12	1	503712.0	688.18	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	337041	None	3985	taxon	NA	1573989442	1573989442	4038	3985	1	972260.0	29639.94	3.686034243325825	94	1	2	5
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	337042	None	220	taxon	NA	1573989122	1573989122	220	220	1	506296.0	2250.08	3.22383196905215	151	1	1	4
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	337043	None	12	taxon	NA	1573988561	1573988561	12	12	1	502572.0	225.50	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 5	337044	None	63	taxon	NA	1573988789	1573988789	63	63	1	502352.0	748.27	2.7971342433258255	94	1	1	3
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 11	337049	None	32	taxon	NA	1573988289	1573988289	32	32	1	501624.0	597.87	2.5126942636811997	88	1	1	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 6	337050	None	69	taxon	NA	1573988889	1573988889	69	69	1	505500.0	570.58	2.5239433771173467	89	1	1	1
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	337051	None	29	taxon	NA	1573989461	1573989461	29	29	1	502224.0	772.03	3.9908857056612073	148	1	2	5
Papillomaviridae	Deltapapillomavirus	Deltapapillomavirus 4	337052	None	54	taxon	NA	1573989539	1573989539	54	54	1	502772.0	1233.67	3.0956098364064735	182	1	1	2
Geminiviridae	Begomovirus	Mungbean yellow mosaic virus	33726	DNA A	22	taxon	NA	1573977218	1573977218	24	22	1	500892.0	287.50	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Kyasanur Forest disease virus	33743	None	29	taxon	NA	1573973924	1573973924	29	29	1	501920.0	262.95	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Tobacco vein banding mosaic virus	33765	None	18	taxon	NA	1574003818	1574003818	18	18	1	502152.0	713.86	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Alternanthera yellow vein virus	337826	DNA A	25	taxon	NA	1573975696	1573975696	25	25	1	500256.0	476.35	2.5126942636811997	88	1	1	1
Bromoviridae	Ilarvirus	Blackberry chlorotic ringspot virus	339420	RNA 3	34	taxon	NA	1573971631	1573971631	34	34	1	501520.0	276.84	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	East Asian Passiflora virus	341167	None	14	taxon	NA	1574001753	1574001753	14	14	1	502972.0	239.78	2.5126942636811997	88	1	1	1
Nimaviridae	Whispovirus	White spot syndrome virus	342409	None	6	taxon	NA	1573985709	1573985709	16	6	1	668500.0	13249.75	2.5126942636811997	88	1	1	1
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L1	51	taxon	NA	1574015561	1574015561	52	51	1	502012.0	1450.17	4.139826686365172	95	2	2	3
Hepadnaviridae	Orthohepadnavirus	Woodchuck hepatitis virus	35269	None	19	taxon	NA	1573980490	1573980490	19	19	1	501032.0	251.17	2.5126942636811997	88	1	1	1
Alphaflexiviridae	Potexvirus	Bamboo mosaic virus	35286	None	23	taxon	NA	1573969404	1573969404	23	23	1	503212.0	415.23	2.5126942636811997	88	1	1	1
Betaflexiviridae	Vitivirus	Grapevine virus A	35288	None	15	taxon	NA	1573970996	1573970996	15	15	1	501984.0	651.89	2.7348942636811997	88	1	1	3
Paramyxoviridae	Avulavirus	Avian avulavirus 2	35302	None	11	taxon	NA	1573990901	1573990901	11	11	1	501492.0	911.51	3.6812850181197168	127	2	1	3
Geminiviridae	Begomovirus	Watermelon chlorotic stunt virus	35341	DNA A	142	taxon	NA	1573979182	1573979182	142	142	1	499644.0	878.16	2.5126942636811997	88	1	1	1
Betaflexiviridae	Foveavirus	Apple stem pitting virus	35350	None	26	taxon	NA	1573970676	1573970676	26	26	1	503244.0	1129.02	5.371057335320481	96	3	2	8
Endornaviridae	Alphaendornavirus	Bell pepper alphaendornavirus	354328	None	13	taxon	NA	1573973403	1573973403	13	13	1	501508.0	242.63	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Mesta yellow vein mosaic virus	360579	DNA A	21	taxon	NA	1573977122	1573977122	21	21	1	500920.0	847.73	2.5126942636811997	88	1	1	1
unknown	unknown	Nora virus	363716	None	36	taxon	NA	1574029275	1574029275	36	36	1	502748.0	1436.12	2.5126942636811997	88	1	1	1
Reoviridae	Rotavirus	Rotavirus C	36427	1	87	taxon	NA	1574018160	1574018160	88	87	1	502860.0	1609.38	4.614779969342407	214	2	2	3
Geminiviridae	Begomovirus	Tomato yellow spot virus	365523	DNA A	20	taxon	NA	1573979076	1573979076	20	20	1	501008.0	224.35	2.5126942636811997	88	1	1	1
Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	369960	None	2	taxon	NA	1574021289	1574021289	11	2	1	501772.0	276.47	2.5126942636811997	88	1	1	1
Togaviridae	Alphavirus	Chikungunya virus	37124	None	750	taxon	NA	1574024415	1574024415	750	750	1	805584.0	3600.49	2.5126942636811997	88	1	1	1
Virgaviridae	Pomovirus	Potato mop-top virus	37128	RNA 1	24	taxon	NA	1574028020	1574028020	24	24	1	499576.0	434.09	2.5126942636811997	88	1	1	1
Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	37296	None	32	taxon	NA	1573980876	1573980876	33	32	1	533912.0	4220.57	2.5126942636811997	88	1	1	1
Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus	37733	RNA 1	16	taxon	NA	1573971635	1573971635	16	16	1	501052.0	197.87	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Malvastrum yellow vein Yunnan virus satellite DNA beta	377611	None	30	taxon	NA	1574026630	1574026630	30	30	1	501132.0	236.37	2.5126942636811997	88	1	1	1
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M3	99	taxon	NA	1574014531	1574014531	100	99	1	500468.0	1138.93	3.9571942636811994	88	1	3	2
Pneumoviridae	Metapneumovirus	Avian metapneumovirus	38525	None	12	taxon	NA	1573999341	1573999341	12	12	1	503708.0	1633.34	3.8372905569654328	169	1	2	3
Picornaviridae	Senecavirus	Senecavirus A	390157	None	133	taxon	NA	1573999146	1573999146	133	133	1	501908.0	1439.65	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Corchorus golden mosaic virus	390436	DNA A	20	taxon	NA	1573976070	1573976070	20	20	1	502192.0	296.32	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Culex flavivirus	390844	None	30	taxon	NA	1573973882	1573973882	30	30	1	505332.0	1953.21	3.2904942636811993	88	2	1	2
Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl betasatellite	391090	None	13	taxon	NA	1574027104	1574027104	13	13	1	502296.0	428.35	3.9571942636811994	88	2	2	2
Geminiviridae	Becurtovirus	Beet curly top Iran virus	391228	None	33	taxon	NA	1573975381	1573975381	33	33	1	501280.0	432.92	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	393599	DNA A	114	taxon	NA	1573976436	1573976436	114	114	1	502872.0	1713.01	2.5126942636811997	88	1	1	1
Reoviridae	Orbivirus	African horse sickness virus	40050	1	227	taxon	NA	1574008612	1574008612	227	227	1	502684.0	2808.50	2.5126942636811997	88	1	1	1
Reoviridae	Orbivirus	Bluetongue virus	40051	9	600	taxon	NA	1574011422	1574011422	601	600	1	777760.0	4694.45	4.129978667660241	108	1	3	2
Reoviridae	Orbivirus	Changuinola virus	40052	1	18	taxon	NA	1574011442	1574011442	18	18	1	503432.0	875.79	4.640523285568201	119	2	2	6
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	5	60	taxon	NA	1574013022	1574013022	63	60	1	503212.0	422.77	3.0549894934871644	98	1	1	5
Geminiviridae	Begomovirus	Okra yellow crinkle virus	401040	DNA A	11	taxon	NA	1573977426	1573977426	11	11	1	501588.0	158.24	2.5126942636811997	88	1	1	1
Hypoviridae	Hypovirus	Cryphonectria hypovirus 1	40281	None	14	taxon	NA	1573981747	1573981747	14	14	1	504600.0	437.79	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Croton yellow vein mosaic betasatellite	411248	None	50	taxon	NA	1574026529	1574026529	50	50	1	498904.0	277.98	2.7348942636811997	88	1	1	3
Reoviridae	Phytoreovirus	Homalodisca vitripennis reovirus	411854	11	27	taxon	NA	1574017013	1574017013	27	27	1	500460.0	90.45	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Leek yellow stripe virus	42004	None	12	taxon	NA	1574001819	1574001819	12	12	1	501028.0	821.80	2.8837515990016813	123	1	1	2
Betaflexiviridae	Capillovirus	Cherry virus A	42882	None	95	taxon	NA	1573970535	1573970535	95	95	1	502420.0	1891.19	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Bean common mosaic necrosis virus	43240	None	22	taxon	NA	1574001535	1574001535	22	22	1	502020.0	216.87	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Canna yellow streak virus	433462	None	11	taxon	NA	1574001678	1574001678	11	11	1	501896.0	244.15	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Tomato leaf curl Joydebpur betasatellite	436243	None	17	taxon	NA	1574027027	1574027027	17	17	1	501904.0	430.32	2.8572433771173467	118	1	1	2
Nodaviridae	Betanodavirus	Redspotted grouper nervous necrosis virus	43763	RNA 1	22	taxon	NA	1573985718	1573985718	22	22	1	501252.0	393.34	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Anjouan virus	439422	None	10	taxon	NA	1573978316	1573978316	10	10	1	501876.0	158.76	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Ageratum yellow vein virus	44560	DNA A	32	taxon	NA	1573975679	1573975679	32	32	1	502536.0	553.50	2.5126942636811997	88	1	1	1
Arenaviridae	Mammarenavirus	Guanarito mammarenavirus	45219	L	15	taxon	NA	1573969811	1573969811	17	15	1	500084.0	422.62	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Sweet potato virus 2	453050	None	11	taxon	NA	1574003121	1574003121	11	11	1	503416.0	695.18	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Okra leaf curl Mali virus satellite DNA beta	454128	None	10	taxon	NA	1574026809	1574026809	13	10	1	501116.0	106.42	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	463360	None	245	taxon	NA	1573979302	1573979302	245	245	1	503772.0	2791.15	2.7675224201679636	91	1	1	3
Pospiviroidae	Apscaviroid	Grapevine yellow speckle viroid 2	46342	None	96	taxon	NA	1574001127	1574001127	101	96	1	500908.0	59.93	2.8411163730311917	99	1	1	3
Picornaviridae	Enterovirus	Rhinovirus C	463676	None	70	taxon	NA	1574529138	1574529138	70	70	1	505904.0	1898.79	12.651509836406472	182	11	4	10
Potyviridae	Potyvirus	Sweet potato virus G	46619	None	13	taxon	NA	1574003443	1574003443	13	13	1	502660.0	1265.61	2.5126942636811997	88	1	1	1
Arenaviridae	Mammarenavirus	Whitewater Arroyo mammarenavirus	46919	S	15	taxon	NA	1573969942	1573969942	15	15	1	501584.0	942.81	3.9759729313414405	228	1	2	3
Caulimoviridae	Caulimovirus	Strawberry vein banding virus	47903	None	12	taxon	NA	1573971999	1573971999	12	12	1	501448.0	274.31	2.5126942636811997	88	1	1	1
Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3	47929	None	15	taxon	NA	1573980685	1573980685	16	15	1	615040.0	7579.41	2.5126942636811997	88	1	1	1
Baculoviridae	Alphabaculovirus	Helicoverpa armigera nucleopolyhedrovirus	51313	None	18	taxon	NA	1573970346	1573970346	19	18	1	518260.0	2956.73	2.5126942636811997	88	1	1	1
Alphasatellitidae	unknown	Okra leaf curl alphasatellite	518829	None	45	taxon	NA	1573969404	1573969404	45	45	1	502900.0	879.79	2.5126942636811997	88	1	1	1
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	10	71	taxon	NA	1574008271	1574008271	71	71	1	502708.0	243.07	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Urochloa streak virus	520848	None	11	taxon	NA	1573979575	1573979575	11	11	1	500548.0	141.20	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Chilli veinal mottle virus	52280	None	12	taxon	NA	1574001701	1574001701	12	12	1	500288.0	749.21	2.534811090344213	90	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	526476	DNA A	39	taxon	NA	1573978593	1573978593	39	39	1	504112.0	498.75	2.5126942636811997	88	1	1	1
Caulimoviridae	Badnavirus	Dioscorea bacilliform virus	52996	None	9	taxon	NA	1573971969	1573971969	11	9	1	501732.0	385.80	3.2771894934871644	212	1	1	3
Geminiviridae	Begomovirus	Cotton leaf curl virus	53010	DNA A	16	taxon	NA	1573976342	1573976342	16	16	1	501152.0	362.85	2.5932573353204815	96	1	1	1
Retroviridae	Felispumavirus	Feline foamy virus	53182	None	40	taxon	NA	1574020834	1574020834	40	40	1	503960.0	715.90	2.5126942636811997	88	1	1	1
Pospiviroidae	Pospiviroid	Iresine viroid 1	53193	None	12	taxon	NA	1574001219	1574001219	12	12	1	499360.0	48.05	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Papaya leaf curl virus	53260	DNA A	47	taxon	NA	1573977586	1573977586	47	47	1	503200.0	1073.40	3.4015942636811993	88	2	1	3
Geminiviridae	Begomovirus	Blainvillea yellow spot virus	536081	DNA A	16	taxon	NA	1573975816	1573975816	16	16	1	501840.0	259.32	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato common mosaic virus	536084	DNA A	24	taxon	NA	1573978176	1573978176	24	24	1	502180.0	178.20	2.5126942636811997	88	1	1	1
Potyviridae	Poacevirus	Sugarcane streak mosaic virus	53954	None	15	taxon	NA	1574001463	1574001463	15	15	1	504084.0	538.08	2.5126942636811997	88	1	1	1
Iridoviridae	Ranavirus	Common midwife toad virus	540070	None	17	taxon	NA	1573982244	1573982244	17	17	1	513576.0	2046.61	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Kerala virus	551531	DNA A	13	taxon	NA	1573978522	1573978522	13	13	1	502100.0	241.68	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato yellow vein streak virus	55216	DNA A	34	taxon	NA	1573979093	1573979093	35	34	1	499596.0	370.58	2.5126942636811997	88	1	1	1
Closteroviridae	Crinivirus	Cucurbit chlorotic yellows virus	558690	RNA 2	10	taxon	NA	1573972516	1573972516	10	10	1	502860.0	267.04	2.5126942636811997	88	1	1	1
Closteroviridae	Ampelovirus	Grapevine leafroll-associated virus 3	55951	None	72	taxon	NA	1573972379	1573972379	72	72	1	505968.0	2902.11	5.237721916171137	155	3	2	4
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	7	48	taxon	NA	1573988151	1573988151	48	48	1	502536.0	137.32	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Ludwigia leaf distortion betasatellite	562747	None	26	taxon	NA	1574026594	1574026594	26	26	1	499316.0	249.33	3.584226686365171	95	1	2	4
Filoviridae	Ebolavirus	Bundibugyo ebolavirus	565995	None	10	taxon	NA	1573973525	1573973525	10	10	1	504104.0	771.75	2.5126942636811997	88	1	1	1
Pospiviroidae	Pospiviroid	Pepper chat fruit viroid	574040	None	58	taxon	NA	1574001244	1574001244	62	58	1	499480.0	49.76	2.565364373321448	93	1	1	1
Rhabdoviridae	Lyssavirus	European bat 1 lyssavirus	57482	None	95	taxon	NA	1574022045	1574022045	95	95	1	503772.0	912.05	2.5126942636811997	88	1	1	1
Rhabdoviridae	Lyssavirus	European bat 2 lyssavirus	57483	None	31	taxon	NA	1574022048	1574022048	31	31	1	504472.0	1586.17	2.5126942636811997	88	1	1	1
Amalgaviridae	Amalgavirus	Southern tomato virus	591166	None	17	taxon	NA	1573969404	1573969404	17	17	1	500296.0	181.08	2.5126942636811997	88	1	1	1
Togaviridae	Alphavirus	Getah virus	59300	None	36	taxon	NA	1574025059	1574025059	36	36	1	503668.0	1143.85	2.5126942636811997	88	1	1	1
Togaviridae	Alphavirus	Mayaro virus	59301	None	41	taxon	NA	1574025443	1574025443	41	41	1	501544.0	264.25	2.5126942636811997	88	1	1	1
Poxviridae	Capripoxvirus	Lumpy skin disease virus	59509	None	14	taxon	NA	1574004796	1574004796	14	14	1	534620.0	4092.39	2.5126942636811997	88	1	1	1
Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	59817	DNA C	14	taxon	NA	1573985474	1573985474	14	14	1	501484.0	151.92	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	598494	DNA A	176	taxon	NA	1573976823	1573976823	176	176	1	501416.0	1351.19	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Sweet potato symptomless virus 1	603333	None	16	taxon	NA	1573979571	1573979571	16	16	1	500336.0	125.70	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Pedilanthus leaf curl virus	619631	DNA A	19	taxon	NA	1573977589	1573977589	19	19	1	502204.0	340.34	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	East African cassava mosaic virus	62079	DNA A	225	taxon	NA	1573976778	1573976778	225	225	1	502084.0	4303.22	2.6020405378427527	97	1	1	1
Geminiviridae	Begomovirus	Cotton leaf curl Burewala virus	620894	DNA A	106	taxon	NA	1573976167	1573976167	106	106	1	502156.0	398.78	2.5126942636811997	88	1	1	1
Paramyxoviridae	Henipavirus	Hendra henipavirus	63330	None	15	taxon	NA	1573991055	1573991055	15	15	1	504868.0	851.40	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Ageratum leaf curl Cameroon betasatellite	635076	None	11	taxon	NA	1574025945	1574025945	11	11	1	501932.0	164.29	2.6237942636811997	88	1	1	2
Geminiviridae	Begomovirus	South African cassava mosaic virus	63723	DNA A	132	taxon	NA	1573977971	1573977971	132	132	1	502992.0	897.53	2.5126942636811997	88	1	1	1
Closteroviridae	Closterovirus	Grapevine leafroll-associated virus 2	64003	None	21	taxon	NA	1573972451	1573972451	21	21	1	504068.0	868.77	2.5932573353204815	96	1	1	1
Flaviviridae	Flavivirus	Usutu virus	64286	None	160	taxon	NA	1573974189	1573974189	160	160	1	507032.0	1488.40	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Bagaza virus	64290	None	19	taxon	NA	1573973877	1573973877	19	19	1	503604.0	706.55	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Tembusu virus	64293	None	131	taxon	NA	1573974109	1573974109	131	131	1	503432.0	1585.80	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Spondweni virus	64318	None	16	taxon	NA	1573974006	1573974006	16	16	1	502352.0	546.94	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Zika virus	64320	None	683	taxon	NA	1573974298	1573974298	693	683	1	518880.0	2635.56	2.5126942636811997	88	1	1	1
Betaflexiviridae	Robigovirus	Cherry green ring mottle virus	65467	None	10	taxon	NA	1573970886	1573970886	10	10	1	501468.0	344.78	2.5126942636811997	88	1	1	1
Alphasatellitidae	Colecusatellite	Gossypium darwinii symptomless alphasatellite	656025	None	90	taxon	NA	1573969404	1573969404	91	90	1	502212.0	264.95	4.490940537842753	208	2	2	2
Phenuiviridae	Tenuivirus	Rice grassy stunt tenuivirus	66266	RNA 2	20	taxon	NA	1573996129	1573996129	20	20	1	502024.0	342.18	2.5126942636811997	88	1	1	1
Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	663557	None	12	taxon	NA	1574023700	1574023700	12	12	1	508568.0	915.92	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Cleome leaf crumple virus	666144	DNA A	17	taxon	NA	1573975997	1573975997	17	17	1	502864.0	166.40	2.5126942636811997	88	1	1	1
Closteroviridae	Ampelovirus	Plum bark necrosis stem pitting-associated virus	675077	None	10	taxon	NA	1573972428	1573972428	10	10	1	501616.0	625.03	2.5126942636811997	88	1	1	1
Closteroviridae	Crinivirus	Tomato chlorosis virus	67754	RNA 1	23	taxon	NA	1573972704	1573972704	23	23	1	505200.0	139.80	2.5126942636811997	88	1	1	1
Betaflexiviridae	Carlavirus	Cowpea mild mottle virus	67761	None	12	taxon	NA	1573970564	1573970564	12	12	1	501752.0	627.84	3.5315729313414406	102	1	2	3
Alphasatellitidae	Colecusatellite	Cotton leaf curl Gezira alphasatellite	679536	None	8	taxon	NA	1573969403	1573969403	17	8	1	502444.0	228.20	2.6189163730311917	99	1	1	1
Geminiviridae	Begomovirus	Tomato leaf deformation virus	681518	DNA A	12	taxon	NA	1573978754	1573978754	12	12	1	501564.0	205.89	2.5126942636811997	88	1	1	1
Avsunviroidae	Pelamoviroid	Chrysanthemum chlorotic mottle viroid	68402	None	201	taxon	NA	1573970285	1573970285	201	201	1	501764.0	200.44	2.9522163730311917	138	1	1	2
Picornaviridae	Sapelovirus	Sapelovirus A	686984	None	53	taxon	NA	1573999060	1573999060	53	53	1	503224.0	1891.37	2.6237942636811997	88	1	1	2
Anelloviridae	Alphatorquevirus	Torque teno virus 1	687340	None	20	taxon	NA	1573969540	1573969540	20	20	1	500832.0	270.06	2.5453224201679636	91	1	1	1
Anelloviridae	Thetatorquevirus	Torque teno canis virus	687385	None	11	taxon	NA	1573969638	1573969638	11	11	1	501104.0	235.16	2.5126942636811997	88	1	1	1
Anelloviridae	Iotatorquevirus	Torque teno sus virus 1a	687386	None	46	taxon	NA	1573969597	1573969597	46	46	1	499824.0	560.56	2.8154573353204815	132	1	1	1
Anelloviridae	Iotatorquevirus	Torque teno sus virus 1b	687387	None	8	taxon	NA	1573969632	1573969632	72	8	1	500360.0	141.57	2.5126942636811997	88	1	1	1
Anelloviridae	unknown	Torque teno virus	68887	None	20	taxon	NA	1573969760	1573969760	154	20	1	502256.0	321.00	4.196123285568201	119	3	1	2
Picornaviridae	Avihepatovirus	Avihepatovirus A	691956	None	134	taxon	NA	1573996835	1573996835	134	134	1	503860.0	2069.87	3.246214134296109	198	1	1	3
