year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	23	0	0
2009	31	0	0
2010	10	0	0
2011	6	0	0
2012	3	0	0
2013	0	0	0
2014	7	0	0
2015	3	0	0
2016	3	0	0
2017	0	0	0
2018	0	0	0
