year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	15	9	.6000
2009	9	5	.5555
2010	13	8	.6153
2011	33	29	.8787
2012	14	11	.7857
2013	17	13	.7647
2014	24	24	1.0000
2015	8	8	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
