year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	501	371	.7405
2009	986	780	.7910
2010	1179	838	.7107
2011	1475	1227	.8318
2012	2110	1927	.9132
2013	1757	1626	.9254
2014	2609	2402	.9206
2015	2919	2698	.9242
2016	2913	2669	.9162
2017	3629	3416	.9413
2018	224	207	.9241
