year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	287	251	.8745
2009	281	261	.9288
2010	276	233	.8442
2011	405	313	.7728
2012	272	229	.8419
2013	362	293	.8093
2014	458	360	.7860
2015	415	355	.8554
2016	65	59	.9076
2017	1	1	1.0000
2018	0	0	0
