year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	22	0	0
2009	18	0	0
2010	21	0	0
2011	40	0	0
2012	57	0	0
2013	26	0	0
2014	10	0	0
2015	7	0	0
2016	4	0	0
2017	0	0	0
2018	0	0	0
