year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	565	432	.7646
2009	7656	7485	.9776
2010	2097	1906	.9089
2011	1874	1615	.8617
2012	1280	975	.7617
2013	1871	1630	.8711
2014	1371	1118	.8154
2015	1286	1051	.8172
2016	2782	2626	.9439
2017	431	398	.9234
2018	0	0	0
