year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	114	106	.9298
2009	113	104	.9203
2010	87	77	.8850
2011	54	51	.9444
2012	31	23	.7419
2013	54	52	.9629
2014	108	77	.7129
2015	39	36	.9230
2016	4	4	1.0000
2017	0	0	0
2018	0	0	0
