year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	501	369	.7365
2009	986	762	.7728
2010	1179	821	.6963
2011	1475	1203	.8155
2012	2110	1793	.8497
2013	1757	1535	.8736
2014	2609	2351	.9011
2015	2919	2577	.8828
2016	2913	2601	.8928
2017	3629	3394	.9352
2018	224	204	.9107
