year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	565	398	.7044
2009	7656	7381	.9640
2010	2097	1839	.8769
2011	1874	1590	.8484
2012	1280	954	.7453
2013	1871	1617	.8642
2014	1371	1133	.8264
2015	1286	1052	.8180
2016	2782	2612	.9388
2017	431	388	.9002
2018	0	0	0
