year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	114	0	0
2009	113	0	0
2010	87	0	0
2011	54	0	0
2012	31	0	0
2013	54	0	0
2014	108	0	0
2015	39	0	0
2016	4	0	0
2017	0	0	0
2018	0	0	0
