year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	287	254	.8850
2009	281	242	.8612
2010	276	247	.8949
2011	405	328	.8098
2012	272	254	.9338
2013	362	285	.7872
2014	458	420	.9170
2015	415	377	.9084
2016	65	56	.8615
2017	1	1	1.0000
2018	0	0	0
