year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	178	108	.6067
2009	267	185	.6928
2010	193	157	.8134
2011	180	140	.7777
2012	76	41	.5394
2013	110	82	.7454
2014	95	76	.8000
2015	76	69	.9078
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
