year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	23	23	1.0000
2009	31	30	.9677
2010	10	10	1.0000
2011	6	4	.6666
2012	3	2	.6666
2013	0	0	0
2014	7	7	1.0000
2015	3	3	1.0000
2016	3	3	1.0000
2017	0	0	0
2018	0	0	0
