year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	30	28	.9333
2009	22	18	.8181
2010	24	24	1.0000
2011	14	12	.8571
2012	3	2	.6666
2013	3	3	1.0000
2014	0	0	0
2015	2	2	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
